"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CCK","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","PSE","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","BES","NCL","NZL","NIC","NER","NGA","NIU","NOR","FSM","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SSD","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TKM","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","TCA","CXR","ERI","FLK","VUT","TON","CAF","SPM","MHL","PLW","WLF","MNP","ATF","MSR","NFK","BLM","ASM","IOT","SHN"
"IND",79.788,0,505.441,0,4.036,0,0.14,5.798,519.027,98.272,0,18.761,968.722,0,1.044,69.03,0.008,330.845,8.613,3.211,10.673,1031.533,0.082,0,0,0.462,2.561,7.242,5.591,14.736,6.705,17.026,230.499,0,0,1332.878,93.194,46.795,527.933,0,63.196,2.647,0.168,22.4,0,9.134,1.75,0,0.458,161.241,35.244,24.62,0,14.744,13.744,17.253,0,31.069,1.721,2.755,225.041,1333.887,14.943,1.122,0,272.086,0.605,0,2783.151,35.149,0,0,11.331,0,0,0,0.028,166.127,0.195,0,8.702,522.796,43.034,0.246,984.433,16.163,0,36.531,2261.856,226.782,129.402,5.02,1552.64,20.49,51.38,293.882,8.61,9964.716,33.868,0,0.315,18.151,0,0,15.957,0,5.475,1.267,0,12.161,1.41,247.543,17.589,4.867,0.619,0,44.38,1176.526,4.997,0,0,15.95,0.668,56.135,5.461,0,101.642,285.048,0,0,0,0,1.736,57.435,101.325,0,290.24,0,13.021,0,72.868,0,30.562,6.902,32.326,143.307,29.578,2.593,0.082,0,55.696,172.423,986.931,8.256,0,0,0.371,0,0,0,78.046,22.441,17.971,0.583,15.957,0,5148.043,3.49,60.388,39.136,0,538.889,330.62,666.082,0,8.377,0,0,35.594,833.504,0,0,834.297,3.089,0,0.449,885.819,70.48,182.666,0,108.424,32.761,0.12,263.542,763.895,142.078,7589.54,0.2,5.853,0,0,0,0.05,32.298,0,0,0,0,0,0,5.669,0,0,0,0,0,0,0,0,0,0,0,0
"SGP",9.68,0,9.294,0,56.413,0,29.222,543.204,5051.339,1032.607,0,13.928,3419.914,0.484,4.23,44.561,0,0,10.687,2.525,31.926,2966.425,0,0.969,0,527.893,0.776,1739.537,0,11.3,434.93,3.954,1378.748,0,0,415.238,0,1245.908,28673.5,0,201.54,0,3.413,30.358,0,61.775,19.091,0,0.551,190.523,0,344.142,0,0,73.099,3.097,0,0,4.303,2.566,261.344,4136.957,13.238,0.561,0,0,0,9.835,11164.353,2.306,0,0,0,0,0,1.867,437.938,0,0,0,1.666,77426.965,3141.921,9.835,22857.869,86.189,38.108,42.073,2258.353,149.654,5.304,0.063,6462.465,6,120.327,18.399,0,202313.821,73.012,0,0.94,10.234,0,1.38,0,0.977,0.072,0.096,83.305,3.911,0.305,12381.932,290.313,0,2.461,0,32.033,41660.167,6.289,0.162,23.157,49.305,0,0,71.784,0,8.186,3417.009,0,0,0,0,0.924,564.627,3.762,0,15.622,0,261.737,0,246.556,3.523,167.66,22.388,42.616,4287.882,208.898,13.403,0,88.472,56.657,164.886,166.081,1.612,0,0,0,0,0,0,331.189,0,3.091,8.815,0,15323.738,0,163.242,5790.766,5.482,0,1282.813,83.294,545.235,0.164,0,0,0,57.78,685.154,0,0,37170.186,0,0,75.767,327.529,18.057,96.404,0.804,0,17.234,0,67.899,2717.941,5.692,44027.185,0,5.217,39.793,473.811,3.108,0,4.419,0,0,0,0,12.577,3.139,0,0,6.259,0,0,124.681,0,0,0,0,3.144,103.883,0
"SVK",0,0.08,0.08,0,0,0,0,964.989,152.42,793.591,0,0,0,0.04,4.197,116.675,0,0,0.048,1.502,0,126.64,0,0,0,0,29.945,0,0,42.379,0,7.097,84.017,0,0,1.21,0,5.603,154.483,0,10.882,0,1.641,0,0,3.566,31.394,0,921.24,5972.856,0,485.911,0,0,0.142,0,0,0,7.844,0,3.817,2411.063,0,0,0,5.717,0,0,755.507,0,0,0,21.221,0,0,0,0,0,0,0,10.026,0.37,1582.652,4.716,131.171,0,0,0.001,43.28,115.677,0,0,250.785,0.275,1.254,1.16,0,11.235,0,0,0,6.203,0,245.349,0,0,52.627,0.014,0,0,0,0,0,0.11,0,0,0.86,617.283,0,1.849,336.655,0.117,0,0,0,0,0,829.219,0,0,0,0.85,0.017,24.273,0,0,0,0,184.443,0,0.735,0,0,0,50.005,0,1132.085,0,0,0,1.645,448.172,47.231,0,0,0,0,0,0,0,9.706,0,141.557,0,0,16.446,9.083,0,5.764,37.252,0,49.91,0,58.747,0,0,0,0,27.356,132.279,0,0,624.592,0,0,0,34.763,2.987,72.882,14.906,0,129.689,56.249,0,8768.779,0,424.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,2.145,0,0.673,528.024,973.301,17.615,0,18.201,9.971,0,0,71.093,0,0,20.239,48.894,0,441.088,0,0,0,2.637,0,26.915,0,0,54.411,1060.771,385.148,0,0,1.317,0,9.066,2877.935,0,11.077,0,0,0,0,13.165,0,0,0,2100.235,0,7.996,0,0,30.184,1.885,0,0,0.172,0,9.169,507.274,0,0,0,0,0,0,1411.116,0,0,0,41.425,0,0,0,0,0,0,0,10.264,2753.544,5.844,33.721,12.626,0,0,2.05,942,44.29,0.725,0,9982.017,0,3.627,0,0,3884.965,20.859,0,3.711,178.988,0,1.687,0,0,0.012,0,0,0,0,91.022,0,0,0,0,0.669,261.073,0,0,45.529,10.973,435.635,2.455,1.562,0,0,3307.813,0,0,0,0,0.762,83.672,11.879,0,0,0,299.127,0,10.802,143.76,0,0,61.967,790.806,17.485,4.207,0,0,49.875,54.126,133.435,0,0,0,0,0,0,0,19.164,0,54.177,0,0,128.576,446.133,23.272,0,4.599,0,86.121,0,27.628,0,0,0,0,5.098,84.331,0,0,1061.952,0,0,0,146.992,0,342.378,0,0,8.811,0,127.374,4725.238,0.421,14385.366,0,28.697,4.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,0,0,0,0,0
"SVN",0,280.082,0.131,0,0,0,0,10.276,252.002,738.845,0,5.599,0,0.082,0,19.435,0,0,0.459,349.224,0,0.81,0,0,0,0,87.941,0,0,0,0,0,50.579,0,0,2.475,0,22.711,443.332,0,0.968,0,0,0,0,7.243,1145.336,0,54.717,188.433,0,4.799,0,0,0,58.762,0,0,26.4,1.047,17.013,725.354,0,0,0,50.82,0,0,1850.663,0,0,0,8.419,0,0,0,0,0,0,0,0,188.065,733.026,3.317,14.119,18.35,0,0,35.044,6343.138,1.961,0,31.603,0.794,80.155,0,0,75.224,0,0,0,4.966,0,6.509,0,0,30.97,0.456,40.307,0,0,14.249,0,0,2.599,0,20.987,5.106,0,0.05,331.067,5.138,0,0,0,0,0,151.383,0,1.422,0,1.274,0,61.13,0.167,0,0,0,8.843,0,1.676,0,0,0,2.312,4.215,146.278,18.261,21.431,0,8.965,214.211,934.403,0,0,0,0,0,0,0,39.363,0,1507.124,43.939,0,30.645,323.541,76.461,2.44,0,0,43.004,0,168.531,0,0,0,0,35.927,1102.155,0,0,8.986,0,0,0,103.427,1.661,41.02,67.215,0,32.43,569.803,488.004,62.229,0,913.608,0,0,0,1.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.845
"SOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,1.839,0,663.553,0,1912.456,5.068,453.84,26.765,0,0.431,0,0,0,35.451,0,0,0.293,0,681.793,172.897,0,0,0,0,0.936,0,8.67,0,0,29.106,14.589,0,0,3.089,1.751,113.833,2260.479,0,1.19,0,233.518,362.578,0,0,0.875,0,1.563,69.22,0.848,17.779,0,0,26.203,0,4.841,10.92,2.716,0,0.214,2160.129,0,0.903,15.083,0.016,0,0,352.706,245.023,0,0,10.688,0,0,0,0,37.459,0,0,0,743.064,43.472,0,11.927,0,0,1.302,262.066,427.025,24.322,0,11.811,1.49,0.841,611.31,0,282.594,13.816,12.562,0,0.808,128.703,6.475,3.713,0,0,0.156,0,19.391,169.766,15.218,4.819,24.128,3.122,0,248.414,1.105,0.049,0.075,0,0,649.237,74.634,4417.327,0,0,1287.94,0,0,0,0,0,200.391,0,0.078,387.777,0,18.673,0,4.629,10.079,0.706,5.58,29.712,7.727,145.083,3.36,0,0,3.363,425.586,0,25.427,0,0,0,0,0,0,151.593,38.369,0,98.891,16.485,414.048,65.592,0.538,7.231,0,0,0,787.755,91.487,0,0.087,0,163.869,598.141,29.29,0,0,45.168,22.101,0,0,130.586,8.36,365.418,0,42.612,0,0,1934.393,2052.588,426.105,470.406,160.92,3.017,0,0,0,0,1478.047,0,0,0,0,0,0,40.849,0,0,0,0,0,0,0,0,0,0,0,0.492
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.264,0,0,0,0,0.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,12.607,331.632,211.767,7.547,0,46.344,824.9,3201.618,595.985,0.255,15.759,50.228,9.292,1.326,1246.54,90.305,0,8.211,7.797,4.675,946.753,0,0,0,0.08,191.185,12.75,0,27.963,0,48.394,947.491,30.371,0,23.648,0,1445.935,3934.491,0,849.034,0,2.331,1.732,0,135.757,203.804,603.476,83.209,1415.799,0,396.858,0,348.131,410.165,28.206,190.383,3.313,172.875,0,575.905,26810.747,110.671,0,0.947,29.62,1.441,0.453,9569.317,10.581,251.065,0,1587.152,0,0,0,77.474,30.032,0,0,6.455,222.232,254.295,26.201,127.897,24.631,61.364,337.763,688.604,12071.823,19.249,21.371,677.161,4.027,35.045,51.444,0,164.736,84.958,1.178,0,449.525,0,11.685,0,3.662,90.509,49.318,0,17.607,1.606,318.351,12.637,1.544,88.853,18.93,43.533,2126.579,3.706,7.707,6.255,1393.803,796.384,97.72,2.646,0,0,1691.477,0,1.155,1.298,0,0.9,11.348,7.446,0,33.464,0,1197.72,0,18.837,262.1,0,81.762,442.466,145.191,2677.848,21025.457,0,0,71.466,462.321,668.212,0,0,0,0,0,57.948,0,610.466,82.646,29.627,3.882,0,284.048,317.819,62.542,36.848,142.37,0,727.019,0,0,0,0.593,0.11,0,418.459,2325.632,0.259,0,217.443,6.654,0,0,1621.093,90.219,904.662,0,0,25.57,9.71,1345.873,10064.263,0.603,11413.242,0.362,211.85,1.172,267.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SSD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.149,0,0,0,0.014,9.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411,0,0,0,0,0,0,0,0,0,0,0,0,2.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.79,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.668,0,0,0,0,0,5.526,0,0,0,0,0,0,0,0,0,0,1.231,0,0,0,0,0,0.228,0,0,0,0,0,77.996,0.123,2.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,1.304,1980.883,0,155.243,4.388,741.331,141.221,2898.26,1358.248,0,9.131,1.304,0,0,1962.259,6.167,0,230.78,22.217,0,935.14,0.3,0,4.625,0.592,22.093,0,0,34.986,0,2.012,371.277,0,0,32.902,0,926.209,7088.869,0,99.503,0,4.351,1.437,0,1.409,231.974,11.622,7.697,1275.808,148.922,11872.903,0.474,76.969,11.894,27.988,0,17.943,282.854,0,10152.649,3450.54,3.087,3.439,0,67.184,0,36.015,7951.76,12.357,0,0,169.563,13.164,0.355,0,1.975,0,45.185,82.306,165.561,1235.274,805.412,506.055,28.581,146.082,1530.025,174.964,445.365,2915.484,3.083,162.834,1649.435,58.339,130.74,2.846,0,2326.668,1913.569,14.706,0,34.89,0,489.807,1.185,0,118.241,335.156,0,21.068,0,268.052,7.795,0,10.284,0,10.673,1189.388,0.213,31.499,25.261,1303.157,0.592,344.074,26.794,0,43.75,2670.872,9.606,19.331,0,0,3.202,1285.785,49.81,0,1112.95,0,26482.087,0,249.884,60.484,50.166,1.909,64.046,473.621,2706.526,904.945,0,0,38.308,2437.825,883.407,10.91,3.202,0,0.69,0,0,0,1086.491,0,138.866,0,10.555,253.086,397.692,244.304,17.789,58.787,0,597.031,47.557,1523.908,0,753.167,0,0,0,2515.383,0,0,1241.586,1.66,0,67.481,2412.293,454.118,583.083,18.026,58.745,1299.487,1.659,129.508,1607.33,2.49,7255.911,0.118,9.421,0,0.948,0,0,1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,3.676,0,0,0,0,0
"CHE",0.203,0,1.503,7.126,23.406,0,0.443,158.252,1580.899,4794.319,0.336,4.023,60.522,11.957,0,1031.734,0,0,0.492,9.811,66.237,1695.713,0,0,0.308,1.031,851.863,0,2.007,9.199,17.496,0.624,1102.21,3.417,0,187.736,0,69.402,13604.632,0,87.373,0,1.196,1.119,0,75.829,59.553,0,11.472,1450.054,0,286.818,0,2.133,147.797,1.324,0,0,29.832,0.438,1963.443,8200.81,0.421,0,0,1.04,0,0,53791.724,2.662,0,0,1240.016,0,0,0,2.055,0,0,0,2.497,6743.537,1112.881,44.731,79.003,39.022,6.068,69.504,373.035,1284.428,2.421,0,17570.63,0.929,20.87,9.155,0,13290.542,3.965,0.827,0,15.057,0,12.26,0,0,22.596,111.703,8.407,0.069,0,2290.583,1.048,1.821,41.442,0,20.311,711.207,0.256,0.178,0,130.4,34.321,80.491,3.387,0,4.481,1273.954,0,0,0,0,0.212,396.284,6.074,656.415,3.355,0,389.306,0,27.998,5.338,0,0,68.013,130.559,3596.466,114.209,0,0,219.151,100.18,280.684,3.74,0,0,0.051,0.065,0,0,2241.922,0.941,92.798,0,0,2762.71,1334.663,8791.569,5032.451,37.907,0,2873.219,0,679.623,0,0,2.577,0.102,1709.569,0,9.033,0,1008.219,5.788,0,16.842,2314.622,72.499,2184.216,0,0.199,16.358,1.395,39.557,3471.82,34.495,31195.595,40.75,12.666,0,0,37.57,0,623.371,0,0,0,0,0,0,3.581,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.604,0,0,0,0,0,0,0,0,0,0,2.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,0,0,0,0,0,0,0,0.255,0,0,0,0,0,0,0,0,0,0,0,13.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,0,578.262,0,0,0,79.433,3456.239,5696.568,90.024,0,3.086,78.121,87.407,1.067,1092.872,0,0.023,1.161,4.21,0,3947.253,0.07,0,0,11.879,86.713,1428.444,0,23.574,5413.052,0,1332.527,0,0.032,33.066,0,57.105,24508.03,0,255.407,0,0,0,2.872,0.348,0.013,0,0.257,160.373,0,11215.557,0,13.835,118.813,76.644,0,0,48.736,3.146,97.845,17279.839,10.103,0,0,21.196,0,1.49,10816.795,0,0,0,0.826,1.409,0,0.12,0,0,0,0.052,6.285,4978.898,3610.834,14.219,9770.519,4.22,0.807,78.734,955.158,3773.377,3.249,0.131,71392.439,7.116,11.022,3.046,6.817,6110.044,7.217,0,1367.512,108.999,0,29.986,0,0,0.067,1.393,112.157,0,0,9068.595,22.448,0,1.794,0,3.615,45944.884,0.563,0.525,2.268,13.341,0,17.428,0,0,9.878,2154.254,0,0,0,0,5.687,1490.244,0.977,0,7.561,0,320.571,0,2857.532,3.538,19.329,14.931,82.25,2591.444,440.123,433.026,0,0,7.098,209.438,472.176,0,0,0,0,0,0,0,181.196,0,5.042,0.068,0,5199.869,8482.486,12044.199,5427.278,17.339,0,949.806,0,387.269,0,0,0,0,3165.852,164.676,0,0,0,2.947,0,0,306.603,0.862,471.029,0,2.199,12.086,40.747,21.047,2081.846,0.362,80519.316,0,0.867,0,0.376,2.457,0.619,0.003,0,0,0,0,1.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.756,0,0,0,0,0,0,0,0.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.164,0,0,0,3.653,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.373,0,0,0,0,0,0,0,0,0,0.014,7.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.821,0,0,0,0,0,0,0,0,0,68.175,2.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,41.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",190.019,0,11.507,0,167.318,0,4.426,0,33.766,9.282,0,49.859,70.323,3.451,0,58.446,0,0,0,0,36.369,0,0,0,0,2.278,106.097,2.448,0.623,0,0,123.681,3.633,1.134,0,7.492,0,0,88.016,0,0,0,10.775,110.814,0,0,0.084,0,19.034,48.796,0.573,1.124,0,0,0,0,2.45,60.113,0.479,0,109.213,244.096,0,5.793,0,147.928,0,0,420.569,222.508,0,0,10.941,0,0,0,0,0,0,0,0,522.016,22.501,0,0,3020.856,2351.108,0.051,0,42.455,68.821,0,18.346,1.271,72.988,16.364,0,103.044,298.991,0,0,23.566,0,0.965,0.306,1094.456,0.609,0.079,0,0,6.647,339,225.485,0,0.064,9.05,8.031,0,0,0,0,4.118,268.75,541.458,18.017,0,2.956,165.464,0,0,0,0,0,7.904,12.097,42.839,265.516,0,4.155,0,144.5,0,0,0,0,28.414,13.652,2.895,0,0,461.356,0.427,29.56,55.02,0.022,0,0,0,0,0.968,1337.193,54.973,0,13.589,185.504,633.257,33.158,0,0,0.079,170.918,91.671,212.378,154.555,0,271.919,0,1087.642,3.272,15.985,1.633,0,45.192,0,0,0,0,55.512,74.178,21.246,30.105,0,0,255.291,259.751,177.261,623.061,4.697,2.333,221.822,0,0,105.756,8.9,0,0,12.389,0,0,0,8.37,0,0,0,0,0,0,0,0,0,0,0,0
