"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FLK","FJI","FIN","FRA","PYF","DJI","GAB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","BES","NCL","VUT","NZL","NIC","NER","NGA","NIU","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","BLM","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TON","TTO","ARE","TUN","TUR","TKM","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","PSE","KIR","SSD","GMB","ATF","SPM","LSO","FSM","PLW","BTN","WLF","MNP","MHL","NFK","PCN"
"PAK",2.951,0,0,0,0,0,0,0,0,0,0.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555.046,0,0,0,0,0,0,0,0,0,0,0,0,0,473.529,0,0,0,0,64.486,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.018,0,0,3.517,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0,0,0,0,0,0,0,0,2.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.895,0,0,0,0,0.182,0,0.603,0,0,0,0.46,2.462,0,0,5.985,0,0,0,0,0.182,0,0,0,0,0,0,0,0,9.651,0,9.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0,0.1,0,1661.898,0,0,1.226,0,0,0,1.974,0,0,28.229,0,0,184.855,3.252,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,69.66,0,0,0,100.226,0,0,0,0,0,110.621,0.483,45.763,0,0,0,0,0,70.352,734.355,123.429,0,0,0,0,0,0,0,50.27,0,0,0,0,25.18,0,0,0,0,1.174,0,415.058,0,3.997,5.188,289.469,6.245,0.133,0,0,0,0,0,28,0,0,71.4,0.1,0,0,0,0,12.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.71,0,0,0,0,0,0,0,0,0,0,4.029,49.862,5.08,0,0,0,0,0,1.459,0,0,0,0,0,0,0,46.049,700.605,0,0,0,0,0,0,0,0,0,0,0,1.361,0,4.074,0.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.808,0,6.86,0,0,2.888,0,0,0.106,0,0,0,4.22,0,0,0,0,0,0,0.125,0,0,0,0,74.506,0,582.659,0,115.393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,0,2.412,0.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.637,0,0,0,0,0,0,19.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406.926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.82,0,0,0,0,0,0,0,0,0,0,0,0,0,8.578,0,20.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.43,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,8.628,0,0,0,0,0,0,0,0,0,30.723,0,0,36.79,0,0,0,0,0,0,0,0,0,0,38.795,0,0,0,0,0,168.808,0.392,0,0,179.033,0,0,0,0,0,107.229,0,3.731,0,0,0,0,0,13.486,500.675,14.239,0,0,0,0,0,0,0,94.732,0,0,0,0,0.174,0,0,0,0,0,0,7.786,0,0,0,19.602,0,0,0,0,0,0,0,6.19,24.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.095,0,0,0,0,0,36.387,0,0,0,0,0,0,0,0,0,0,4.653,0,0,0,0,0,0,0.279,0,0,0,0,0,0,0,0,1.186,0,0,0,0,0.082,0,0.646,0,0,0,0,0,0,0,0,0,0,0,0,2.71,0,0,0,0,0,0,0,0,7.974,0,553.635,0,1.091,0,241.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0.07,0,0,0,0,0,259.524,5700.153,247.881,0,0,0,0,0,18.647,0,0.055,0,0,21.527,0,0,0,0.095,0,0,0,14.9,0.51,0,6488.964,0,0,0,0.7,0,4.348,6043.139,0,0,132.188,0,0,0,0,0,16.957,0,0,0,112.343,0,4.632,0,0,1.2,79.546,0,0,0,153.427,0,0.476,48.644,1421.961,0,0,0,0,3609.678,0,0,0,0,0,0,0,0,0,0,0,1133.618,24.036,0.108,905.151,0,0,25.47,130.857,51.34,0,0,8424.211,0.461,0.52,10.262,0,7693.596,0,0,0.18,15.57,0,0,0,2.677,0,0,0,0,637.011,0,0,0,0,0,14565.644,0,3.92,0.053,0,1.856,0,0,0,0,0,239.063,3.286,0.1,0,0,0,0,16.166,1.183,0,0,0,30.469,28.617,0,0,0,32.43,0,123.429,8.887,0,0,10.058,25.747,262.57,0,0,0,0,0,0,0,0,0,0,0,6.262,0,0,262.2,767.711,148.985,1.357,75.403,0,8.088,0,80.372,0,0,0,11.822,562.793,0,0,20537.315,0,0,0,0,2.863,37.543,299.372,0,0,0,8.257,0,0,149.317,0,15985.584,0,6.176,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0
"POL",0,3.128,9.555,0,2.141,0,0,8.988,11.519,247.644,1477.461,0,6.749,0,19.753,0,915.611,0,5.032,49.992,21.421,4775.362,2.866,0,0.294,1.504,427.293,0,0,730.675,0,0.752,409.411,0,0,0,0,0,44.386,410.801,0,0,99.868,0,0,0.03,0.467,0,17.014,546.173,0,30.049,15272.791,1.787,638.609,0,0,0.843,0.43,0,4.015,0,1250.295,0,0,435.646,5097.233,1.835,0.8,6.763,150.289,15901.755,1.188,8.472,330.566,0,0,0,0,0.023,0,0,0,55.355,2212.628,25.976,32.21,14.231,5.321,138.066,39,1097.478,0,0.123,217.482,319.113,7.37,1.531,0,249.399,33.143,3.595,0,24.408,1117.912,0,15.432,1249.802,156.501,0,0.606,0,24.484,1.081,0,13.032,0.313,0.182,289.519,5.882,81.661,19.697,0,483.911,0.333,0.012,36.466,0,0,5355.555,0,0,0.07,0,0.994,0,155.646,1.316,0,4.944,0,1781.26,3.742,11.742,0,12.192,9.223,6.498,0,280.078,0,0,19.935,1549.845,11046.396,0,0,0,0,0,0,0,0,0,68.17,0.568,270.582,0.256,0.116,306.48,60.58,10535.169,941.242,358.324,0,48.958,0.171,1153.542,0.596,0,0,1471.727,1157.922,0,0,72.476,0,0,0,8.439,237.128,75.755,183.545,0,0,5.375,1299.722,17.796,22.097,15591.245,2.77,2181.778,0,0.682,53.963,18.67,0,0,0.43,2.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,2.867,9.623,0,0,8111.815,0,8.224,216.391,134.259,18.867,0,3.653,6.477,0,0,4099.459,0,0,0.055,0,1090.47,0,0,0,0,7.561,0,0,10.1,0,2.875,159.529,161.349,0,0,0,30.925,27.188,302.214,0,0,13.821,0,3.112,4.681,0,0,1.052,216.126,0,0,1019.305,0,13.351,0,0,21.799,0.15,4.391,0,0,2.793,0,0,0.476,1702.493,0.338,0,0,5.735,10712.577,0.573,0,29.581,0,0,0,0,0,0,0,0.235,24.78,83.277,1.458,102.722,0.033,7.64,553.732,91.566,700.112,0.685,0,23.447,0,47.326,0,0,71.417,41.786,0,0,1.018,0,0,13.31,0.001,8.436,0,0.009,6.784,17.644,0,0,1.997,0,0,12.562,4.434,0,0,0,65.475,1342.904,0,0.008,0,0,2570.999,0,0,0,0.284,0,0,23.725,0,0,37.229,0,17.396,0,20.948,0,0,28.693,0,544.136,0,13.474,2.02,84.461,793.754,97.106,0.266,1.328,0,0,0,0,0,5.238,37.769,75.733,22.586,952.696,0,0,88.798,343.59,2828.603,4.012,4.813,0,81.662,0,10169.828,0,0,0,1418.547,94.86,0,0,44.256,0,0,0,0.443,52.214,48.093,80.721,0,0,1.606,0.256,0,0.266,7519.301,0,5620.137,1.28,1.813,0,9.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TLS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,0,0.071,0,0,0,0,0,1.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.517,0.135,0,0,0,0,0,0,0,0,0,0,0,0,0.492,0,0,0,0,0,0,0,0,0,0,0,0,0,23.779,0,0,0,0,125.779,1.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,1.657,0,6.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,10.944,0,0,0,60.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.24,0,0,0,0,7.31,0,0,1.701,0,0,0,0,1.936,0,1.546,0,0,0,0,0,0,20.964,0,8.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,19.655,0,0,0,0,13.41,0.831,172.26,216.241,0,0,0,0,0,2.662,0,1.166,0.553,0,367.924,0,0,0,0.01,192.512,0,0,0.2,0,0,299.584,0,0,0,0,0,2.579,74.908,0,0,101.281,0,0,0,0,0,0,14.079,0,61.843,255.569,0,102.454,0,0,0.159,0,0,0,0,2.157,0,0,246.946,2586.779,0,0,0,0,44658.456,0,0,737.685,0,0,0,0,0,0,0,0,0.335,1006.712,0.1,0.754,0,0,3.574,70.142,646.688,0,0,85.533,0,0,0,0,6036.21,15.841,0,0,38.483,0,0,0,17.604,0.895,0,0,0,0.288,0,0,0,0,13.554,1572.196,0,186.994,8.367,0,0.193,0,0.211,0,0,0,559.988,0,0,0,0,0.579,0,4.263,0,0,0,0,65.492,0,0,0,2.694,2.713,2.828,1442.26,4.741,0,0,0.77,0,9.374,0,0,0,0,0,0,0,0,0,0.333,0,16.518,0,0,115.128,8.901,106.548,267.009,14.403,0,8.819,0,175.767,0,0,0,57.425,57.938,0,0,3.744,0,0,0,0,5.661,9.039,70.574,25.209,0,0,198.551,0.078,2.414,1059.841,0,3771.826,0,0.164,0,0,0,0,0.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",18.791,0,2014.587,0,0,2.922,0,201.815,116.122,254.734,69.187,0,0,287.804,10.01,0,27.921,0,0,3.297,0,5.513,0,0,0,0,911.474,956.427,0,3181.132,9.8,0,24.045,0,0,0,1000.551,0,2.49,3764.003,0,0,9.832,0,0,0,1.4,0,0,13.506,353.673,47.403,189.88,0,5.292,0,0,41.376,0,0,1560.679,0,341.082,0,0,22.613,432.981,0,0,0,9.298,8136.341,0,0,63.44,0,0,0,0,0,0,0,0,173.406,24.234,0,16.954,254.793,450.74,0,148.196,59.28,0,0,220.316,15976.73,6.145,4.059,2.337,269.407,0,195.325,0,13.038,76.266,13.455,0,329.9,661.647,0,0,0,84.058,0,0,0,0,0,30.052,40.428,42.986,18.021,0,0,62.391,0,0,0,0,49.465,0,0,0,0,0,0,0,0,0,2.441,0,718.656,0,7.373,0,0,18.753,0,949.85,36.328,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,14.557,0,0,1510.928,15.004,748.774,970.998,0,0,44.178,0,23.867,0,0,0,2.149,121.972,0,846.699,47.589,0,0,0,0,669.365,0,315.317,168.222,0,0,394.678,9.476,36.54,285.516,0,1124.452,0,0,653.561,2328.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BLM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,0,62.579,0,0,0,0,0,0,0,0,0,0,0,0,172.757,0,0,0,0,0,0,0,0,0,0,3.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284,0,0,0,0,0,0,0,0,0,1.397,0,570.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417,0,0,0,0,0,0,0,0.977,0,0,0,0,0,0,0,0,0,0,0,0,0.282,0,0,0.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.663,0,0,0,0,0,0,0,0,0,0,0,49.152,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,30.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596,0,0,0,0,0,0,0,0,0,0,1.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72,0,0,0,2.691,0,0,0,0,0,0,0,50.385,0,0,0,0,0,0,0,0,0,0,0,0,0,65.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,7.675,1.533,0,1153.335,0,0,0,1.192,0,0,0,4.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321.867,0,0,0,0.006,82.133,0,0,0,0,0,0,0,0,0,0,0,2.369,0.163,0,0,0,0,0,0,49.627,0,0,0,0,0,0.706,0,14.062,0,5.688,0,0,0,0,0,0,0.316,0,0,0,12.149,0,0,0,0,0,0,0,0,0,0,5.753,0,0,0,0,0,74.902,0,0,0,0,0,0,0,0,3.468,0,0,0.261,0,0,0,0,0,0,0.055,0,0,0,0,0.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.412,0,0.173,0,0.529,1.403,0,0,14.893,6.271,0,0,3.993,0,0,0,0,12.156,0,106.85,0,0,0,0,0,250.934,41.791,0,113.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,5.164,0,0.024,0,0,5.644,0,0,0,0,0,0,0,0,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.122,0,0,0,0,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.231,0,0,0,0.153,0.306,0,0,5.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRB",0,7.668,0,0,0,1.476,0,0,0,6.849,5.02,0,0,0,0,0,2.141,0,0,249.446,0,0.16,0,0,0,0,206.28,0,0,0,0,0,8.016,0,0,0,0,0,0,317.895,0,0,0,0,0,0,0,0,0,108.249,0,0,1.816,0,0,0,0,0,0,0,0,0,1.216,0,0,119.702,4.227,0,0,0.564,3332.726,32.972,0,0,0.442,0,0,0,0,0,0,0,0,0,32.373,0,0,3.143,0,1.5,7.096,12.223,0,0,0.421,0,0,0,0,112.346,0,1.356,0,0,0,0,1.016,0,0,0,0,0,0,0,0,0,0,0,0,0.908,0,349.404,0,0,0,0,0,0,0,20.724,0,0,0,0,0,0,0.64,0,0,1.018,0,1.432,0,0,0,0,0,0,42.489,2.971,0,0,0,5.194,8.793,0,0,0,0,0,0,0,0,0,3.198,0.01,0,0,0,0.725,0,0.481,0,47.535,0,1.009,0,100.158,0,0,0,399.708,32.408,0,0,0.58,0,0,0,0,29.719,0,1.703,0,0,0.065,0,222.765,0.129,64.302,0,63.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
